"","Sample","Core","Date_bp_mean","Date_CE_mean","year","d13C.GAM.fit","d13C.GAM.fit.se","d13C.GAM.fit.uppCI","d13C.GAM.fit.lwrCI","d13C.100yrspline","year","d18O.GAM.fit","d18O.GAM.fit.se","d18O.GAM.fit.uppCI","d18O.GAM.fit.lwrCI","d18O.100yrspline","year","SeaIceIndex.GAM.fit","SeaIceIndex.GAM.fit.se","SeaIceIndex.GAM.fit.uppCI","SeaIceIndex.GAM.fit.lwrCI","SeaIceIndex.100yrspline","yearCE","yearBP","MD99-2275sstAlkenone.GAM.fit","MD99-2275sstAlkenone.GAM.fit.se","MD99-2275sstAlkenone.GAM.fit.uppCI","MD99-2275sstAlkenone.GAM.fit.lwrCI","MD99-2275sstAlkenone.100yrspline","yearCE","yearBP","MD99-2275sstDiatom.GAM.fit","MD99-2275sstDiatom.GAM.fit.se","MD99-2275sstDiatom.GAM.fit.uppCI","MD99-2275sstDiatom.GAM.fit.lwrCI","MD99-2275sstDiatom.100yrspline"
"91","PC019-105","PC019",629,1321,1321,1.97321272872521,0.0446241442040345,2.06067605136512,1.8857494060853,1.94708420107208,1321,3.55587177898253,0.040916650738672,3.63606841443032,3.47567514353473,3.50938340228704,NA,NA,NA,NA,NA,NA,1321,629,8.27028730348615,0.129606315185761,8.52431568125024,8.01625892572206,8.30801647312988,1321,629,7.17727879494085,0.05217093470248,7.27953382695772,7.07502376292399,7.20066600790232
"92","PC019-106","PC019",635,1315,1315,1.93974997839124,0.0447501254795496,2.02746022433116,1.85203973245133,1.95299972698452,1315,3.48146418050279,0.0410062866523081,3.56183650234131,3.40109185866427,3.49076778531681,NA,NA,NA,NA,NA,NA,1315,635,8.32255053851426,0.130832042081834,8.57898134099466,8.06611973603387,8.31925217219842,1315,635,7.18365438710066,0.0523188631404004,7.28619935885584,7.08110941534547,7.20774120224186
"93","PC019-107","PC019",640,1310,1310,1.93643105277914,0.0445723373756142,2.02379283403535,1.84906927152294,1.95403215743947,1310,3.42911167649092,0.0408790363890988,3.50923458781355,3.34898876516828,3.47705881313615,NA,NA,NA,NA,NA,NA,1310,640,8.36582407515119,0.131732308624959,8.62401940005611,8.10762875024627,8.32849151338753,1310,640,7.18899240970216,0.0524423507695906,7.29177941721056,7.08620540219377,7.2136470348383
"94","PC019-108","PC019",645,1305,1305,1.95135649454852,0.0444507178651007,2.03847990156412,1.86423308753293,1.95459512473706,1305,3.39335621538132,0.0407925600652199,3.47330963310915,3.31340279765348,3.46729292127027,NA,NA,NA,NA,NA,NA,1305,645,8.40842635875998,0.132506154174319,8.66813842094164,8.14871429657831,8.3375810546861,1305,645,7.19435008832507,0.0525660506719952,7.29737954764218,7.09132062900796,7.2195470772966
"95","PC019-109","PC019",650,1300,1300,1.97064240482515,0.0446070127844422,2.05807214988266,1.88321265976764,1.95749400901942,1300,3.37685229538636,0.0409044733671079,3.45702506318589,3.29667952758683,3.46220090559146,NA,NA,NA,NA,NA,NA,1300,650,8.45000021939796,0.133154875710112,8.71098377578978,8.18901666300614,8.34646578564212,1300,650,7.1997245053991,0.0526900192062457,7.30299694304334,7.09645206775485,7.22536764762066
"96","PC019-110","PC019",655,1295,1295,1.97811247286893,0.0447622889725425,2.06584655925511,1.89037838648275,1.96528475807285,1295,3.37897600068159,0.0410151076163515,3.45936561160964,3.29858638975354,3.46229594824409,NA,NA,NA,NA,NA,NA,1295,655,8.49023323173668,0.133697969789003,8.75228125252312,8.22818521095023,8.35511174265967,1295,655,7.2051127427836,0.0528143721090732,7.30862891211738,7.10159657344981,7.2311316414893
"97","PC019-111","PC019",660,1290,1290,1.96376645765236,0.0446357572810615,2.05125254192324,1.87628037338148,1.98002847068563,1290,3.39736503487992,0.0409242735825656,3.47757661110174,3.31715345865809,3.46828372511926,NA,NA,NA,NA,NA,NA,1290,660,8.52885574525902,0.134168073114605,8.79182516856364,8.26588632195439,8.3633745840281,1290,660,7.21051188275452,0.0529391161005705,7.31427255031164,7.1067512151974,7.23691215767218
"98","PC019-112","PC019",665,1285,1285,1.93005862563831,0.0444510022239187,2.01718258999719,1.84293466127942,2.0030785671259,1285,3.42901570822738,0.040792608201324,3.50896922030197,3.34906219615278,3.47986752254614,NA,NA,NA,NA,NA,NA,1285,665,8.5656374906021,0.134604887872793,8.82946307083278,8.30181191037143,8.37138377005916,1285,665,7.21591902624387,0.0530642253124728,7.31992490785632,7.11191314463142,7.24272753573077
"99","PC019-113","PC019",670,1280,1280,1.89317957530566,0.044542482326831,1.98048284066625,1.80587630994507,2.03519817439506,1280,3.47056025194375,0.0408584198165477,3.55064275478418,3.39047774910331,3.49606229227365,NA,NA,NA,NA,NA,NA,1280,670,8.6003907693284,0.13505119531946,8.86509111215454,8.33569042650226,8.37922155209488,1280,670,7.22133129852994,0.0531896898857033,7.32558309070592,7.11707950635396,7.24856082972398
"100","PC019-114","PC019",675,1275,1275,1.87842534699091,0.0447492328116492,1.96613384330174,1.79071685068008,2.07658197602189,1275,3.51790266997237,0.0410059457756517,3.59827432369264,3.43753101625209,3.51550335568178,NA,NA,NA,NA,NA,NA,1275,675,8.6329749645356,0.135549454388252,8.89865189513657,8.36729803393463,8.38681439759267,1275,675,7.22674584994207,0.0533154527681203,7.33124413736759,7.12224756251655,7.25437999491738
"101","PC019-115","PC019",680,1270,1270,1.91108438661118,0.0446988781151981,1.99869418771697,1.8234745855054,2.12789863300047,1270,3.56578704388522,0.040969371548059,3.64608701211942,3.48548707565103,3.53605401307087,NA,NA,NA,NA,NA,NA,1270,680,8.66326651343274,0.1361291649223,8.93007967668045,8.39645335018504,8.39408334726454,1270,680,7.23215988309047,0.0534415273703597,7.33690527673638,7.12741448944456,7.26018242909606
"102","PC019-116","PC019",685,1265,1265,2.00614788862273,0.0444771132557206,2.09332303060394,1.91897274664152,2.18863032912229,1265,3.60792138561796,0.0408110545548038,3.68791105254537,3.52793171869054,3.55572201940701,NA,NA,NA,NA,NA,NA,1265,685,8.69117316637115,0.136807368194603,8.95931560803257,8.42303072470973,8.40100886454139,1265,685,7.23757060765943,0.0535678101683088,7.34256351558932,7.13257769972955,7.26602523328511
"103","PC019-117","PC019",690,1260,1260,2.16078449647151,0.0444830591666244,2.24797129243809,2.07359770050493,2.255160068821,1260,3.63796941436558,0.0408159532660751,3.71796868276709,3.55797014596407,3.57249829420021,NA,NA,NA,NA,NA,NA,1260,690,8.71662735134534,0.13758545555232,8.98629484422789,8.44695985846279,8.40768290260862,1260,690,7.24297525685085,0.0536941232604808,7.34821573844139,7.13773477526031,7.27191126194592
"104","PC019-118","PC019",695,1255,1255,2.35262736345919,0.0447109948617371,2.44026091338819,2.26499381353018,2.32251035986606,1255,3.65121431652447,0.0409788107651701,3.73153278562421,3.57089584742474,3.58438954343772,NA,NA,NA,NA,NA,NA,1255,695,8.73958649731358,0.138449093069617,9.01094671973003,8.46822627489713,8.41414088676847,1255,695,7.2483711579374,0.0538204226469112,7.35385918632535,7.14288312954946,7.27779529136688
"105","PC019-119","PC019",700,1250,1250,2.54481941941686,0.044751812088249,2.63253297110983,2.45710586772389,2.38465170830084,1250,3.64625102569785,0.0410072849712885,3.72662530424158,3.56587674715413,3.59042071955676,NA,NA,NA,NA,NA,NA,1250,700,8.76003978610357,0.139371201204791,9.03320734046496,8.48687223174218,8.42045649387669,1250,700,7.25375567745052,0.0539466558400559,7.35949112289703,7.14802023200401,7.28366663286652
"106","PC019-121","PC019",710,1240,1240,2.77356481854098,0.0444385542326761,2.86066438483702,2.68646525224493,2.45680249109567,1240,3.5968304988244,0.0407840521228955,3.67676724098527,3.51689375666352,3.58973549806691,NA,NA,NA,NA,NA,NA,1240,710,8.793506018125,0.141227023424056,9.07031098403615,8.51670105221385,8.43304804341395,1240,710,7.26448055532487,0.0541992630772945,7.37071111095637,7.15824999969338,7.29519276151352
"107","PC019-123","PC019",720,1230,1230,2.66278051441641,0.0447853859681567,2.750559870914,2.57500115791883,2.42292292429919,1230,3.54653650363215,0.0410314644800459,3.62695817401304,3.46611483325126,3.58066440519445,NA,NA,NA,NA,NA,NA,1230,720,8.81765199358986,0.142833249199601,9.09760516202108,8.53769882515864,8.44498393266148,1230,720,7.27513028970947,0.0544522687248567,7.38185673641019,7.16840384300875,7.30628430969125
