"","SenseDemultiplex","SenseStripped","AntiSenseDemultiplex","AntSenseStripped"
"pool16-MAM-26.S",0,0,0,0
"pool16-MAM-27.S",0,0,0,0
"pool16-MAM-28.S",0,0,0,0
"pool16-MAM-29.S",0,0,1,1
"pool16-MAM-30.S",3,3,2,2
"pool16-MAM-31.S",0,0,0,0
"pool16-MAM-32.S",0,0,0,0
"pool16-RIZ-17.S",0,0,0,0
"pool16-RIZ-18.S",0,0,0,0
"pool16-RIZ-19.S",0,0,0,0
"pool16-RIZ-20.S",0,0,0,0
"pool16-RIZ-21.S",0,0,0,0
"pool16-RIZ-22.S",2,2,0,0
"pool16-RIZ-23.S",0,0,1,1
"pool16-RIZ-24.S",0,0,0,0
"pool16-RIZ-25.S",1,1,0,0
"pool16-RIZ-26.S",1,1,0,0
"pool16-RIZ-27.S",0,0,0,0
"pool16-RIZ-28.S",1,1,0,0
"pool16-RIZ-29.S",0,0,0,0
"pool16-RIZ-30.S",0,0,0,0
"pool16-RIZ-31.S",0,0,0,0
"pool16-RIZ-32.S",1,1,1,1
"pool17-EUK-09.S",3,1,7,5
"pool17-EUK-10.S",2,2,1,1
"pool17-EUK-11.S",2,2,1,1
"pool17-EUK-12.S",1,1,6,4
"pool17-EUK-13.S",1,1,2,2
"pool17-EUK-14.S",1,1,2,1
"pool17-EUK-15.S",0,0,1,1
"pool17-EUK-16.S",1,1,2,1
"pool17-EUK-17.S",2,1,1,1
"pool17-EUK-18.S",0,0,1,1
"pool17-EUK-19.S",2,2,4,3
"pool17-EUK-20.S",2,2,2,2
"pool17-EUK-21.S",1,1,2,2
"pool17-EUK-22.S",0,0,1,1
"pool17-EUK-23.S",0,0,0,0
"pool17-EUK-24.S",1,0,1,1
"pool17-MAM-09.S",0,0,0,0
"pool17-MAM-10.S",0,0,0,0
"pool17-MAM-11.S",0,0,0,0
"pool17-MAM-12.S",1,1,0,0
"pool17-MAM-13.S",0,0,1,1
"pool17-MAM-14.S",0,0,0,0
"pool17-MAM-15.S",1,1,0,0
"pool17-MAM-16.S",0,0,0,0
"pool17-MAM-17.S",0,0,0,0
"pool17-MAM-18.S",0,0,0,0
"pool17-MAM-19.S",0,0,0,0
"pool17-MAM-20.S",1,1,0,0
"pool17-MAM-21.S",0,0,0,0
"pool17-MAM-22.S",0,0,0,0
"pool17-MAM-23.S",0,0,0,0
"pool17-MAM-24.S",0,0,1,1
"pool17-RIZ-09.S",1,1,0,0
"pool17-RIZ-10.S",0,0,0,0
"pool17-RIZ-11.S",0,0,0,0
"pool17-RIZ-12.S",0,0,0,0
"pool17-RIZ-13.S",0,0,0,0
"pool17-RIZ-14.S",0,0,0,0
"pool17-RIZ-15.S",0,0,1,1
"pool17-RIZ-16.S",0,0,0,0
"pool17-RIZ-17.S",0,0,0,0
"pool17-RIZ-18.S",1,1,0,0
"pool17-RIZ-19.S",1,1,0,0
"pool17-RIZ-20.S",0,0,0,0
"pool17-RIZ-21.S",0,0,1,1
"pool17-RIZ-22.S",0,0,0,0
"pool17-RIZ-23.S",9,9,2,2
"pool17-RIZ-24.S",0,0,5,5
"RIZ.Blank5_1_5-1.S",1200,1107,1221,1131
"RIZ.Blank5_2_5-2.S",92,84,79,71
"RIZ.Blank5_3_5-3.S",11375,9928,11834,10627
"RIZ.Blank5_4_5-4.S",1362,1219,1480,1360
"RIZ.Blank5_5_5-5.S",75,60,82,75
"RIZ.Blank5_6_5-6.S",504,416,496,443
"RIZ.Blank5_7_5-7.S",439,366,408,357
"RIZ.Blank5_8_5-8.S",160,145,120,94
"RIZ.Neg_1.1_4-1.S",38,31,59,50
"RIZ.Neg_1.2_4-1.S",15,13,3,3
"RIZ.Neg_1.3_4-1.S",3427,2906,3672,3274
"RIZ.Neg_2.1_4-2.S",14,14,10,10
"RIZ.Neg_2.2_4-2.S",74,64,97,83
"RIZ.Neg_2.3_4-2.S",56,52,47,46
"RIZ.Neg_3.1_4-3.S",2498,2068,2554,2239
"RIZ.Neg_3.2_4-3.S",0,0,3,3
"RIZ.Neg_3.3_4-3.S",4457,3773,4633,3986
"RIZ.Neg_4.1_4-4.S",77,65,82,76
"RIZ.Neg_4.2_4-4.S",29,28,28,27
"RIZ.Neg_4.3_4-4.S",3,3,0,0
"RIZ.Neg_5.1_4-5.S",15,15,23,20
"RIZ.Neg_5.2_4-5.S",4576,3868,4640,4099
"RIZ.Neg_5.3_4-5.S",8,8,12,11
"RIZ.Neg_6.1_4-6.S",1,1,1,1
"RIZ.Neg_6.2_4-6.S",2,2,1,1
"RIZ.Neg_6.3_4-6.S",4983,4229,5209,4596
"RIZ.Neg_7.1_4-7.S",14,10,22,20
"RIZ.Neg_7.2_4-7.S",0,0,2,2
"RIZ.Neg_7.3_4-7.S",232,199,257,229
"RIZ.Neg_8.1_4-8.S",75,66,71,61
"RIZ.Neg_8.2_4-8.S",0,0,0,0
"RIZ.Neg_8.3_4-8.S",1,1,2,2
"RIZ.Neg4_1_5-1.S",85,67,73,63
"RIZ.Neg4_2_5-2.S",77,71,71,64
"RIZ.Neg4_3_5-3.S",3100,2515,3224,2830
"RIZ.Neg4_4_5-4.S",92,74,88,78
"RIZ.Neg4_5_5-5.S",18,16,19,18
"RIZ.Neg4_6_5-6.S",0,0,0,0
"RIZ.Neg4_7_5-7.S",99,85,102,87
"RIZ.Neg4_8_5-8.S",182,150,187,165
"RIZ.Neg5_1_5-1.S",4645,3986,4450,3886
"RIZ.Neg5_2_5-2.S",10,9,16,16
"RIZ.Neg5_3_5-3.S",26,23,32,29
"RIZ.Neg5_4_5-4.S",2862,2449,2988,2636
"RIZ.Neg5_5_5-5.S",143,126,163,148
"RIZ.Neg5_6_5-6.S",130,118,140,133
"RIZ.Neg5_7_5-7.S",49,40,44,41
"RIZ.Neg5_8_5-8.S",38,33,27,22
"RIZ.Neg6_1_B-1.S",0,0,2,1
"RIZ.Neg6_2_B-2.S",306,275,316,273
"RIZ.Neg6_3_B-3.S",8578,7176,8941,7848
"RIZ.Neg6_4_B-4.S",0,0,0,0
"RIZ.Neg6_5_B-5.S",307,262,347,315
"RIZ.Neg6_6_B-6.S",2,1,6,6
"RIZ.Neg6_7_B-7.S",1,1,4,4
"RIZ.Neg6_8_B-8.S",3,3,1,1
"RIZ.Neg7_1_B-1.S",1,1,3,3
"RIZ.Neg7_2_B-2.S",0,0,0,0
"RIZ.Neg7_3_B-3.S",2,2,0,0
"RIZ.Neg7_4_B-4.S",0,0,2,2
"RIZ.Neg7_5_B-5.S",0,0,1,1
"RIZ.Neg7_6_B-6.S",0,0,0,0
"RIZ.Neg7_7_B-7.S",0,0,2,2
"RIZ.Neg7_8_B-8.S",0,0,0,0
"RIZ.PC019_Blank4_1_4-1.S",17,13,14,12
"RIZ.PC019_Blank4_2_4-2.S",8,6,6,6
"RIZ.PC019_Blank4_3_4-3.S",7,6,7,7
"RIZ.PC019_Blank4_4_4-4.S",44717,44047,46019,45330
"RIZ.PC019_Blank4_5_4-5.S",22722,22489,22963,22738
"RIZ.PC019_Blank4_6_4-6.S",4,4,7,3
"RIZ.PC019_Blank4_7_4-7.S",9,8,12,12
"RIZ.PC019_Blank4_8_4-8.S",0,0,0,0
"RIZ.PC019-213_1_4-1.S",15378,15203,16477,16294
"RIZ.PC019-213_2_4-2.S",72318,71076,75592,74218
"RIZ.PC019-213_3_4-3.S",65958,65009,67677,66788
"RIZ.PC019-213_4_4-4.S",10,5,9,1
"RIZ.PC019-213_5_4-5.S",25431,25130,23368,23104
"RIZ.PC019-213_6_4-6.S",28943,28476,34178,33621
"RIZ.PC019-213_7_4-7.S",128581,125692,136944,134048
"RIZ.PC019-213_8_4-8.S",207636,204368,206466,203142
"RIZ.PC019-215_1_4-1.S",19449,19226,20478,20101
"RIZ.PC019-215_2_4-2.S",21,20,43,38
"RIZ.PC019-215_3_4-3.S",53762,52868,61720,60623
"RIZ.PC019-215_4_4-4.S",10,9,14,12
"RIZ.PC019-215_5_4-5.S",4,2,4,0
"RIZ.PC019-215_6_4-6.S",30936,30266,35397,34550
"RIZ.PC019-215_7_4-7.S",472,399,494,447
"RIZ.PC019-215_8_4-8.S",90264,88185,80501,78426
"RIZ.PC019-217_1_4-1.S",157,131,106,96
"RIZ.PC019-217_2_4-2.S",226,198,195,158
"RIZ.PC019-217_3_4-3.S",8330,7991,7665,7414
"RIZ.PC019-217_4_4-4.S",15590,13389,16539,14599
"RIZ.PC019-217_5_4-5.S",42,30,26,17
"RIZ.PC019-217_6_4-6.S",266,211,259,202
"RIZ.PC019-217_7_4-7.S",40578,39919,49156,48400
"RIZ.PC019-217_8_4-8.S",22396,19038,23487,20527
"RIZ.PC019-219_1_4-1.S",42776,42073,40087,39406
"RIZ.PC019-219_2_4-2.S",69575,68607,76852,75804
"RIZ.PC019-219_3_4-3.S",31601,30996,31143,30583
"RIZ.PC019-219_4_4-4.S",34587,34047,37855,37302
"RIZ.PC019-219_5_4-5.S",50099,49388,46594,45876
"RIZ.PC019-219_6_4-6.S",52,45,51,46
"RIZ.PC019-219_7_4-7.S",70136,68736,73400,72055
"RIZ.PC019-219_8_4-8.S",109848,108218,116288,114490
"RIZ.PC019-221_1_4-1.S",1300,1274,1331,1304
"RIZ.PC019-221_2_4-2.S",5,5,2,2
"RIZ.PC019-221_3_4-3.S",18014,17574,15511,15214
"RIZ.PC019-221_4_4-4.S",17,14,12,12
"RIZ.PC019-221_5_4-5.S",86,66,96,86
"RIZ.PC019-221_6_4-6.S",25151,24698,24361,23896
"RIZ.PC019-221_7_4-7.S",16412,16201,19664,19435
"RIZ.PC019-221_8_4-8.S",16,13,13,10
"RIZ.PC019-223_1_4-1.S",50174,49485,51032,50253
"RIZ.PC019-223_2_4-2.S",189,178,230,220
"RIZ.PC019-223_3_4-3.S",4067,3528,4395,3908
"RIZ.PC019-223_4_4-4.S",458,375,545,496
"RIZ.PC019-223_5_4-5.S",36409,35920,35435,34992
"RIZ.PC019-223_6_4-6.S",12,9,12,7
"RIZ.PC019-223_7_4-7.S",1214,1190,1742,1703
"RIZ.PC019-223_8_4-8.S",75569,74140,49725,48733
"RIZ.PC019-225_1_4-1.S",0,0,3,2
"RIZ.PC019-225_2_4-2.S",685,121,747,133
"RIZ.PC019-225_3_4-3.S",62,59,81,72
"RIZ.PC019-225_4_4-4.S",1380,1112,1431,1009
"RIZ.PC019-225_5_4-5.S",2,2,1,1
"RIZ.PC019-225_6_4-6.S",14,14,22,22
"RIZ.PC019-225_7_4-7.S",34,4,57,6
"RIZ.PC019-225_8_4-8.S",767,517,779,545
"RIZ.PC019-227_1_4-1.S",10,8,11,7
"RIZ.PC019-227_2_4-2.S",261,200,226,176
"RIZ.PC019-227_3_4-3.S",83,73,75,74
"RIZ.PC019-227_4_4-4.S",24740,24329,25825,25346
"RIZ.PC019-227_5_4-5.S",10,9,16,15
"RIZ.PC019-227_6_4-6.S",62,1,62,2
"RIZ.PC019-227_7_4-7.S",501,444,515,456
"RIZ.PC019-227_8_4-8.S",3,2,0,0
"RIZ.PC019-229_1_4-1.S",10946,10737,13644,13379
"RIZ.PC019-229_2_4-2.S",31890,31497,33724,33293
"RIZ.PC019-229_3_4-3.S",279,208,352,274
"RIZ.PC019-229_4_4-4.S",62811,61837,64031,63182
"RIZ.PC019-229_5_4-5.S",10,9,9,9
"RIZ.PC019-229_6_4-6.S",17699,17350,20026,19677
"RIZ.PC019-229_7_4-7.S",56,49,41,33
"RIZ.PC019-229_8_4-8.S",736,635,735,658
"RIZ.PC019-231_1_4-1.S",15644,15307,15879,15462
"RIZ.PC019-231_2_4-2.S",24399,23791,23260,22826
"RIZ.PC019-231_3_4-3.S",307,271,306,282
"RIZ.PC019-231_4_4-4.S",65083,63898,76214,74971
"RIZ.PC019-231_5_4-5.S",57,49,57,43
"RIZ.PC019-231_6_4-6.S",31,25,35,31
"RIZ.PC019-231_7_4-7.S",43,41,24,24
"RIZ.PC019-231_8_4-8.S",4529,3900,5098,4520
"RIZ.PC019-233_1_4-1.S",0,0,3,2
"RIZ.PC019-233_2_4-2.S",23018,22667,24326,23939
"RIZ.PC019-233_3_4-3.S",91,88,108,104
"RIZ.PC019-233_4_4-4.S",3284,3179,2874,2807
"RIZ.PC019-233_5_4-5.S",69131,67163,69859,68173
"RIZ.PC019-233_6_4-6.S",122917,121017,121430,119524
"RIZ.PC019-233_7_4-7.S",622,548,605,555
"RIZ.PC019-233_8_4-8.S",70,56,84,59
"RIZ.PC019-235_1_4-1.S",57,53,54,53
"RIZ.PC019-235_2_4-2.S",1,1,0,0
"RIZ.PC019-235_3_4-3.S",1,0,3,2
"RIZ.PC019-235_4_4-4.S",87,72,60,51
"RIZ.PC019-235_5_4-5.S",10,0,9,2
"RIZ.PC019-235_6_4-6.S",14,13,11,10
"RIZ.PC019-235_7_4-7.S",20117,19644,17920,17577
"RIZ.PC019-235_8_4-8.S",62750,61747,62848,61980
"RIZ.PC019-237_1_4-1.S",12765,12572,16515,16270
"RIZ.PC019-237_2_4-2.S",315,286,326,289
"RIZ.PC019-237_3_4-3.S",6,6,2,2
"RIZ.PC019-237_4_4-4.S",1775,1531,1764,1585
"RIZ.PC019-237_5_4-5.S",595,510,659,588
"RIZ.PC019-237_6_4-6.S",63,8,73,12
"RIZ.PC019-237_7_4-7.S",9,9,3,3
"RIZ.PC019-237_8_4-8.S",230,199,230,200
"RIZ.PC019-239_1_4-1.S",23232,22865,25400,25098
"RIZ.PC019-239_2_4-2.S",3,3,4,4
"RIZ.PC019-239_3_4-3.S",20566,20186,24099,23583
"RIZ.PC019-239_4_4-4.S",0,0,2,1
"RIZ.PC019-239_5_4-5.S",62610,61433,58168,57033
"RIZ.PC019-239_6_4-6.S",6666,6505,8592,8366
"RIZ.PC019-239_7_4-7.S",0,0,0,0
"RIZ.PC019-239_8_4-8.S",4,0,4,2
"RIZ.PC019-241_1_4-1.S",10287,10132,9339,9215
"RIZ.PC019-241_2_4-2.S",1543,1529,1501,1483
"RIZ.PC019-241_3_4-3.S",6,0,3,0
"RIZ.PC019-241_4_4-4.S",870,840,952,920
"RIZ.PC019-241_5_4-5.S",12,6,13,1
"RIZ.PC019-241_6_4-6.S",86,79,94,84
"RIZ.PC019-241_7_4-7.S",176,135,159,135
"RIZ.PC019-241_8_4-8.S",1,0,9,6
"RIZ.PC019-243_1_4-1.S",3671,3621,2978,2946
"RIZ.PC019-243_2_4-2.S",18143,17768,17566,17183
"RIZ.PC019-243_3_4-3.S",0,0,0,0
"RIZ.PC019-243_4_4-4.S",227,210,227,205
"RIZ.PC019-243_5_4-5.S",372,342,415,383
"RIZ.PC019-243_6_4-6.S",12258,11475,12142,11407
"RIZ.PC019-243_7_4-7.S",57,53,68,53
"RIZ.PC019-243_8_4-8.S",893,850,838,773
"RIZ.PC019-245_1_4-1.S",57605,55480,55929,53980
"RIZ.PC019-245_2_4-2.S",3,3,6,6
"RIZ.PC019-245_3_4-3.S",19843,19431,17064,16727
"RIZ.PC019-245_4_4-4.S",5892,5666,9380,9001
"RIZ.PC019-245_5_4-5.S",66640,65155,67136,65624
"RIZ.PC019-245_6_4-6.S",62905,61669,60541,59121
"RIZ.PC019-245_7_4-7.S",1508,1286,1597,1439
"RIZ.PC019-245_8_4-8.S",1519,414,1567,458
"RIZ.PC019-247_1_4-1.S",22086,21841,25319,24957
"RIZ.PC019-247_2_4-2.S",5959,5814,5284,5137
"RIZ.PC019-247_3_4-3.S",0,0,2,1
"RIZ.PC019-247_4_4-4.S",41866,41247,44773,44083
"RIZ.PC019-247_5_4-5.S",1698,1664,1316,1270
"RIZ.PC019-247_6_4-6.S",0,0,2,2
"RIZ.PC019-247_7_4-7.S",41,34,27,26
"RIZ.PC019-247_8_4-8.S",1,1,1,1
"RIZ.PC019-249_1_4-1.S",233,153,238,156
"RIZ.PC019-249_2_4-2.S",2,2,2,1
"RIZ.PC019-249_3_4-3.S",47,1,50,2
"RIZ.PC019-249_4_4-4.S",17841,17374,18280,17836
"RIZ.PC019-249_5_4-5.S",62769,61987,62502,61666
"RIZ.PC019-249_6_4-6.S",0,0,2,2
"RIZ.PC019-249_7_4-7.S",23,17,18,15
"RIZ.PC019-249_8_4-8.S",0,0,0,0
"RIZ.PC019-251_1_4-1.S",43934,42883,50182,49199
"RIZ.PC019-251_2_4-2.S",5517,5409,6970,6838
"RIZ.PC019-251_3_4-3.S",6129,6022,7565,7439
"RIZ.PC019-251_4_4-4.S",32177,31745,37467,36933
"RIZ.PC019-251_5_4-5.S",30478,30031,35087,34619
"RIZ.PC019-251_6_4-6.S",68268,66347,63700,62000
"RIZ.PC019-251_7_4-7.S",1,1,0,0
"RIZ.PC019-251_8_4-8.S",28819,28321,27614,27080
"RIZ.PC019-253_1_4-1.S",108269,106019,100727,98417
"RIZ.PC019-253_2_4-2.S",30664,30170,28376,27968
"RIZ.PC019-253_3_4-3.S",12038,11831,13110,12862
"RIZ.PC019-253_4_4-4.S",78828,77311,106318,103942
"RIZ.PC019-253_5_4-5.S",53825,52865,55527,54410
"RIZ.PC019-253_6_4-6.S",1,1,3,3
"RIZ.PC019-253_7_4-7.S",0,0,0,0
"RIZ.PC019-253_8_4-8.S",45272,44473,51107,50344
"RIZ.PC019-255_1_4-1.S",7,7,11,11
"RIZ.PC019-255_2_4-2.S",14556,14301,16160,15911
"RIZ.PC019-255_3_4-3.S",18331,18122,22716,22484
"RIZ.PC019-255_4_4-4.S",1,1,0,0
"RIZ.PC019-255_5_4-5.S",2,2,2,2
"RIZ.PC019-255_6_4-6.S",0,0,0,0
"RIZ.PC019-255_7_4-7.S",0,0,0,0
"RIZ.PC019-255_8_4-8.S",1,1,0,0
"RIZ.PC019-257_1_4-1.S",374,358,391,361
"RIZ.PC019-257_2_4-2.S",1,1,0,0
"RIZ.PC019-257_3_4-3.S",237,208,240,225
"RIZ.PC019-257_4_4-4.S",202,196,225,215
"RIZ.PC019-257_5_4-5.S",59895,58761,58695,57448
"RIZ.PC019-257_6_4-6.S",19,16,15,12
"RIZ.PC019-257_7_4-7.S",29879,29355,36092,35298
"RIZ.PC019-257_8_4-8.S",38074,37429,38607,37995
"RIZ.PC019-259_1_4-1.S",92602,91395,98280,96961
"RIZ.PC019-259_2_4-2.S",8,4,4,0
"RIZ.PC019-259_3_4-3.S",22,11,22,10
"RIZ.PC019-259_4_4-4.S",39,12,44,8
"RIZ.PC019-259_5_4-5.S",4957,4841,4517,4424
"RIZ.PC019-259_6_4-6.S",47704,46582,59379,57578
"RIZ.PC019-259_7_4-7.S",64570,62368,50661,49158
"RIZ.PC019-259_8_4-8.S",47388,46596,48498,47774
"RIZ.PC019-261_1_4-1.S",91,85,85,80
"RIZ.PC019-261_2_4-2.S",45506,43319,51689,49650
"RIZ.PC019-261_3_4-3.S",13075,12864,13345,13143
"RIZ.PC019-261_4_4-4.S",16035,15753,17095,16768
"RIZ.PC019-261_5_4-5.S",29,25,14,10
"RIZ.PC019-261_6_4-6.S",3457,3010,3580,3206
"RIZ.PC019-261_7_4-7.S",25900,25029,25541,24842
"RIZ.PC019-261_8_4-8.S",17654,17339,21544,21201
"RIZ.PC019-263_1_4-1.S",40710,40220,42918,42339
"RIZ.PC019-263_2_4-2.S",17991,17706,19334,19067
"RIZ.PC019-263_3_4-3.S",46,43,35,34
"RIZ.PC019-263_4_4-4.S",163,135,219,197
"RIZ.PC019-263_5_4-5.S",85,77,66,63
"RIZ.PC019-263_6_4-6.S",521,435,546,474
"RIZ.PC019-263_7_4-7.S",35,30,47,38
"RIZ.PC019-263_8_4-8.S",170,144,154,129
"RIZ.PC019-265_1_4-1.S",155822,153740,162362,159993
"RIZ.PC019-265_2_4-2.S",195234,193037,200047,198085
"RIZ.PC019-265_3_4-3.S",833,817,1064,1046
"RIZ.PC019-265_4_4-4.S",61941,60766,65228,64035
"RIZ.PC019-265_5_4-5.S",354805,348321,369102,363141
"RIZ.PC019-265_6_4-6.S",272223,267939,280843,276527
"RIZ.PC019-265_7_4-7.S",146036,144283,161221,159385
"RIZ.PC019-265_8_4-8.S",88451,86986,81243,79864
"RIZ.PC019-267_1_4-1.S",6937,6095,7503,6731
"RIZ.PC019-267_2_4-2.S",2464,2097,2577,2315
"RIZ.PC019-267_3_4-3.S",43,28,38,24
"RIZ.PC019-267_4_4-4.S",2298,1910,2196,1898
"RIZ.PC019-267_5_4-5.S",39586,39019,47114,46306
"RIZ.PC019-267_6_4-6.S",138,117,116,109
"RIZ.PC019-267_7_4-7.S",21959,19586,24240,22085
"RIZ.PC019-267_8_4-8.S",19589,19261,16240,15983
"RIZ.PC019-269_1_4-1.S",4,3,5,5
"RIZ.PC019-269_2_4-2.S",1387,1194,1439,1259
"RIZ.PC019-269_3_4-3.S",13282,13042,14791,14540
"RIZ.PC019-269_4_4-4.S",34422,33762,32821,32096
"RIZ.PC019-269_5_4-5.S",112282,110382,135919,133517
"RIZ.PC019-269_6_4-6.S",103628,101988,105517,103943
"RIZ.PC019-269_7_4-7.S",13312,13112,15310,15087
"RIZ.PC019-269_8_4-8.S",0,0,0,0
"RIZ.PC019-271_1_4-1.S",65561,64583,71585,70570
"RIZ.PC019-271_2_4-2.S",214,17,197,18
"RIZ.PC019-271_3_4-3.S",0,0,0,0
"RIZ.PC019-271_4_4-4.S",31744,31324,31956,31491
"RIZ.PC019-271_5_4-5.S",12969,12806,12746,12593
"RIZ.PC019-271_6_4-6.S",1460,1199,1425,1242
"RIZ.PC019-271_7_4-7.S",13,13,5,5
"RIZ.PC019-271_8_4-8.S",394,199,430,170
"RIZ.PC019-273_1_4-1.S",68733,67665,69253,68097
"RIZ.PC019-273_2_4-2.S",118,101,152,138
"RIZ.PC019-273_3_4-3.S",200,197,180,173
"RIZ.PC019-273_4_4-4.S",686,397,652,315
"RIZ.PC019-273_5_4-5.S",9338,9190,10228,10063
"RIZ.PC019-273_6_4-6.S",1407,1217,1462,1299
"RIZ.PC019-273_7_4-7.S",191,181,197,180
"RIZ.PC019-273_8_4-8.S",88736,85969,63496,61618
"RIZ.PC019-275_1_4-1.S",7,7,11,11
"RIZ.PC019-275_2_4-2.S",2632,2319,4642,3794
"RIZ.PC019-275_3_4-3.S",8994,7895,9952,9045
"RIZ.PC019-275_4_4-4.S",101,84,62,55
"RIZ.PC019-275_5_4-5.S",69,65,86,74
"RIZ.PC019-275_6_4-6.S",35129,34641,40517,39922
"RIZ.PC019-275_7_4-7.S",14752,12987,14891,13530
"RIZ.PC019-275_8_4-8.S",6501,5347,7015,6135
"RIZ.PC019-440_1_4-1.S",12,12,11,10
"RIZ.PC019-440_2_4-2.S",5593,5482,5620,5504
"RIZ.PC019-440_3_4-3.S",4,2,4,1
"RIZ.PC019-440_4_4-4.S",137,50,127,41
"RIZ.PC019-440_5_4-5.S",12,10,14,13
"RIZ.PC019-440_6_4-6.S",63,56,54,52
"RIZ.PC019-440_7_4-7.S",280,230,297,261
"RIZ.PC019-440_8_4-8.S",18,17,20,16
"RIZ.PC019-441_1_4-1.S",37,36,32,27
"RIZ.PC019-441_2_4-2.S",69974,68980,71046,69958
"RIZ.PC019-441_3_4-3.S",6639,6540,8433,8304
"RIZ.PC019-441_4_4-4.S",7063,6957,7214,7126
"RIZ.PC019-441_5_4-5.S",40648,39999,41864,41255
"RIZ.PC019-441_6_4-6.S",36677,36145,36978,36462
"RIZ.PC019-441_7_4-7.S",28262,27864,29496,29113
"RIZ.PC019-441_8_4-8.S",46694,46103,49893,49320
"RIZ.PC019-442_1_4-1.S",22535,22251,25636,25301
"RIZ.PC019-442_2_4-2.S",1663,1451,1772,1591
"RIZ.PC019-442_3_4-3.S",318,271,323,294
"RIZ.PC019-442_4_4-4.S",21705,21251,24068,23610
"RIZ.PC019-442_5_4-5.S",3813,3751,4485,4394
"RIZ.PC019-442_6_4-6.S",1,1,2,2
"RIZ.PC019-442_7_4-7.S",34561,33683,27061,26426
"RIZ.PC019-442_8_4-8.S",42160,41015,42201,41238
"RIZ.PC019-443_1_5-1.S",42838,41908,44765,43784
"RIZ.PC019-443_2_5-2.S",28,27,31,25
"RIZ.PC019-443_3_5-3.S",95639,94155,98611,97257
"RIZ.PC019-443_4_5-4.S",9,8,9,7
"RIZ.PC019-443_5_5-5.S",15,14,15,14
"RIZ.PC019-443_6_5-6.S",29282,28836,35718,35216
"RIZ.PC019-443_7_5-7.S",2175,1794,2210,1939
"RIZ.PC019-443_8_5-8.S",52,46,74,64
"RIZ.PC019-444_1_5-1.S",7,3,7,4
"RIZ.PC019-444_2_5-2.S",38934,38225,38877,38106
"RIZ.PC019-444_3_5-3.S",50,40,56,51
"RIZ.PC019-444_4_5-4.S",13237,13070,14562,14396
"RIZ.PC019-444_5_5-5.S",22,7,13,5
"RIZ.PC019-444_6_5-6.S",382,326,428,380
"RIZ.PC019-444_7_5-7.S",86735,84910,91275,89312
"RIZ.PC019-444_8_5-8.S",567,493,647,579
"RIZ.PC019-445_1_5-1.S",66,58,56,52
"RIZ.PC019-445_2_5-2.S",2,2,2,2
"RIZ.PC019-445_3_5-3.S",71277,69268,70218,68133
"RIZ.PC019-445_4_5-4.S",33274,32043,32448,31527
"RIZ.PC019-445_5_5-5.S",1,1,0,0
"RIZ.PC019-445_6_5-6.S",3,3,2,2
"RIZ.PC019-445_7_5-7.S",1653,1590,1673,1634
"RIZ.PC019-445_8_5-8.S",65428,64689,67631,66934
"RIZ.PC019-446_1_5-1.S",47384,46506,48078,47175
"RIZ.PC019-446_2_5-2.S",18620,18340,21936,21697
"RIZ.PC019-446_3_5-3.S",13452,13245,14162,13952
"RIZ.PC019-446_4_5-4.S",10,7,11,8
"RIZ.PC019-446_5_5-5.S",40362,39712,41884,41121
"RIZ.PC019-446_6_5-6.S",103009,101232,108294,106519
"RIZ.PC019-446_7_5-7.S",67965,66411,70956,69492
"RIZ.PC019-446_8_5-8.S",106396,105099,107246,105807
"RIZ.PC019-447_1_5-1.S",101916,100033,115897,113685
"RIZ.PC019-447_2_5-2.S",3,2,2,1
"RIZ.PC019-447_3_5-3.S",44616,43979,45941,45186
"RIZ.PC019-447_4_5-4.S",46964,46367,54553,53925
"RIZ.PC019-447_5_5-5.S",92,81,98,90
"RIZ.PC019-447_6_5-6.S",17741,17410,16584,16243
"RIZ.PC019-447_7_5-7.S",38,32,28,23
"RIZ.PC019-447_8_5-8.S",223435,220515,232783,229643
"RIZ.PC019-448_1_5-1.S",167313,164347,176870,173229
"RIZ.PC019-448_2_5-2.S",321,284,376,343
"RIZ.PC019-448_3_5-3.S",150,138,148,143
"RIZ.PC019-448_4_5-4.S",77092,75195,78963,76987
"RIZ.PC019-448_5_5-5.S",32106,31562,30879,30389
"RIZ.PC019-448_6_5-6.S",6,5,8,8
"RIZ.PC019-448_7_5-7.S",166,155,156,150
"RIZ.PC019-448_8_5-8.S",57623,56769,56586,55743
"RIZ.PC019-449_1_5-1.S",1074,1015,1083,1046
"RIZ.PC019-449_2_5-2.S",243909,239220,238675,234055
"RIZ.PC019-449_3_5-3.S",255733,250842,241218,236004
"RIZ.PC019-449_4_5-4.S",114350,112209,121319,118946
"RIZ.PC019-449_5_5-5.S",27022,26546,28640,28050
"RIZ.PC019-449_6_5-6.S",1,1,4,4
"RIZ.PC019-449_7_5-7.S",167805,164614,153010,150363
"RIZ.PC019-449_8_5-8.S",292492,289347,297873,294829
"RIZ.PC019-450_1_5-1.S",0,0,0,0
"RIZ.PC019-450_2_5-2.S",0,0,0,0
"RIZ.PC019-450_3_5-3.S",55310,54425,48510,47681
"RIZ.PC019-450_4_5-4.S",4,4,3,2
"RIZ.PC019-450_5_5-5.S",28,1,35,0
"RIZ.PC019-450_6_5-6.S",38071,37382,42230,41491
"RIZ.PC019-450_7_5-7.S",34163,33760,43009,42609
"RIZ.PC019-450_8_5-8.S",325,177,337,202
